"home_away_label","allowing_level","count","total","proportion"
"主場","中等失分",130,360,0.361111111111111
"主場","低失分",129,360,0.358333333333333
"主場","高失分",101,360,0.280555555555556
"客場","中等失分",141,360,0.391666666666667
"客場","低失分",119,360,0.330555555555556
"客場","高失分",100,360,0.277777777777778
