"team","home_games","away_games","home_win_rate","away_win_rate","home_avg_runs_scored","away_avg_runs_scored","home_avg_runs_allowed","away_avg_runs_allowed","home_avg_run_diff","away_avg_run_diff","home_offense_pressure_avg","away_offense_pressure_avg","home_run_prevention_avg","away_run_prevention_avg","home_advantage_score","home_advantage_label"
"中信兄弟",60,60,0.55,0.616666666666667,4.53333333333333,4.81666666666667,4.2,3.96666666666667,0.333333333333333,0.85,7.33333333333333,7.15,-0.933333333333333,-0.883333333333333,-0.118333333333333,"主客差異小"
"台鋼雄鷹",60,60,0.483333333333333,0.333333333333333,4.33333333333333,3.83333333333333,4.93333333333333,4.76666666666667,-0.6,-0.933333333333333,6.475,5.025,-2.2,-3.75,0.183333333333333,"主場優勢明顯"
"味全龍",60,60,0.5,0.466666666666667,3.56666666666667,4.05,3.6,3.93333333333333,-0.0333333333333333,0.116666666666667,5.28333333333333,5.375,-0.166666666666667,-0.383333333333333,0.0183333333333333,"主客差異小"
"富邦悍將",60,60,0.466666666666667,0.416666666666667,3.63333333333333,3.86666666666667,4.31666666666667,4,-0.683333333333333,-0.133333333333333,5.23333333333333,5.775,-1.25,-0.9,-0.00500000000000002,"主客差異小"
"樂天桃猿",60,60,0.55,0.483333333333333,4.43333333333333,3.78333333333333,4.41666666666667,4.36666666666667,0.0166666666666667,-0.583333333333333,6.34166666666667,4.91666666666667,-1.16666666666667,-2.3,0.126666666666667,"主客差異小"
"統一7-ELEVEn獅",60,60,0.6,0.5,4.36666666666667,5.03333333333333,3.91666666666667,3.83333333333333,0.45,1.2,6.475,7.49166666666667,0.566666666666667,-0.433333333333333,0.025,"主客差異小"
