"game_id","team","season","seq","date","stadium","opponent","is_home","runs_scored","runs_allowed","run_diff","win","home_away_label","result_label","run_diff_label","scoring_level","allowing_level","early_runs","middle_runs","late_runs","scored_first","led_after_3","led_after_6","game_flow_label","AB","H","BB","SO","double","triple","HR","extra_base_hits","power_score","run_per_hit","offense_pressure_score","offense_label","outs_pitched","innings_pitched","hits_allowed","bb_allowed","hr_allowed","so_pitched","whip_like","strikeout_walk_ratio","run_prevention_score","defense_label","model_predicted_result","model_win_probability","model_confidence_label","model_correct","model_prediction_type"
"CPBL-2024-xa-161","樂天桃猿","中職2024年",161,"2024-06-15 17:05","臺北市立天母棒球場","味全龍",FALSE,5,2,3,TRUE,"客場","勝","小勝","中等得分","低失分",3,0,2,TRUE,TRUE,TRUE,"全場壓制型",34,8,3,10,1,1,2,4,9,0.625,7,"穩定攻擊",27,9,5,1,0,2,0.666666666666667,2,-1,"壓制力強","win",0.999784935859775,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-162","中信兄弟","中職2024年",162,"2024-06-15 17:05","臺北大巨蛋","統一7-ELEVEn獅",TRUE,6,2,4,TRUE,"主場","勝","小勝","高得分","低失分",0,1,5,FALSE,FALSE,FALSE,"後段逆轉型",36,14,2,12,4,0,0,4,4,0.428571428571429,6,"火力強勢",27,9,6,2,1,8,0.888888888888889,4,3,"壓制力強","win",0.999568562205395,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-162","統一7-ELEVEn獅","中職2024年",162,"2024-06-15 17:05","臺北大巨蛋","中信兄弟",FALSE,2,6,-4,FALSE,"客場","敗","小敗","低得分","高失分",2,0,0,TRUE,TRUE,TRUE,"拉鋸型",32,6,2,8,1,0,1,2,4,0.333333333333333,2,"攻勢受阻",24,8,14,2,0,12,2,6,4,"投打被突破","loss",5.32144104318014e-05,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-163","台鋼雄鷹","中職2024年",163,"2024-06-15 17:06","新北市立新莊棒球場","富邦悍將",FALSE,8,3,5,TRUE,"客場","勝","大勝","高得分","中等失分",3,1,4,TRUE,TRUE,TRUE,"全場壓制型",33,12,3,7,2,0,4,6,14,0.666666666666667,13.5,"火力強勢",27,9,10,4,0,5,1.55555555555556,1.25,-2,"普通防守","win",0.999990286289037,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-163","富邦悍將","中職2024年",163,"2024-06-15 17:06","新北市立新莊棒球場","台鋼雄鷹",TRUE,3,8,-5,FALSE,"主場","敗","大敗","中等得分","高失分",2,1,0,FALSE,FALSE,FALSE,"被壓制型",35,10,4,5,2,0,0,2,2,0.3,6.5,"穩定攻擊",27,9,12,3,4,7,1.66666666666667,2.33333333333333,-8,"失分偏高","loss",3.33055531407432e-06,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-164","味全龍","中職2024年",164,"2024-06-16 18:21","臺北市立天母棒球場","樂天桃猿",TRUE,8,0,8,TRUE,"主場","勝","大勝","高得分","低失分",7,0,1,TRUE,TRUE,TRUE,"全場壓制型",36,12,3,3,2,0,0,2,2,0.666666666666667,11.5,"穩定攻擊",27,9,2,4,0,4,0.666666666666667,1,0,"壓制力強","win",0.999957928959052,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-164","樂天桃猿","中職2024年",164,"2024-06-16 18:21","臺北市立天母棒球場","味全龍",FALSE,0,8,-8,FALSE,"客場","敗","大敗","低得分","高失分",0,0,0,FALSE,FALSE,FALSE,"被壓制型",26,2,4,4,0,0,0,0,0,0,2,"低效進攻",24,8,12,3,0,3,1.875,1,-8,"投打被突破","loss",5.11023974413385e-06,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-165","中信兄弟","中職2024年",165,"2024-06-16 17:05","臺北大巨蛋","統一7-ELEVEn獅",TRUE,2,11,-9,FALSE,"主場","敗","大敗","低得分","高失分",0,2,0,FALSE,FALSE,FALSE,"被壓制型",33,8,3,8,1,1,0,2,3,0.25,3,"攻勢受阻",27,9,9,6,1,2,1.66666666666667,0.333333333333333,-16,"失分偏高","loss",0.000273443952866273,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-165","統一7-ELEVEn獅","中職2024年",165,"2024-06-16 17:05","臺北大巨蛋","中信兄弟",FALSE,11,2,9,TRUE,"客場","勝","大勝","高得分","低失分",5,6,0,TRUE,TRUE,TRUE,"全場壓制型",33,9,6,2,1,1,1,3,6,1.22222222222222,19,"火力強勢",27,9,8,3,0,8,1.22222222222222,2.66666666666667,3,"穩定守成","win",0.999999496604124,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-166","台鋼雄鷹","中職2024年",166,"2024-06-16 17:05","新北市立新莊棒球場","富邦悍將",FALSE,8,6,2,TRUE,"客場","勝","小勝","高得分","高失分",3,4,1,TRUE,TRUE,TRUE,"全場壓制型",30,10,8,2,1,0,1,2,4,0.8,17,"穩定攻擊",27,9,14,6,0,6,2.22222222222222,1,-6,"投打被突破","win",0.998660032447218,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-166","富邦悍將","中職2024年",166,"2024-06-16 17:05","新北市立新莊棒球場","台鋼雄鷹",TRUE,6,8,-2,FALSE,"主場","敗","小敗","高得分","高失分",2,0,4,FALSE,FALSE,FALSE,"被壓制型",39,14,6,6,5,0,0,5,5,0.428571428571429,14,"火力強勢",27,9,10,8,1,2,2,0.25,-15,"投打被突破","loss",0.00245611013386108,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-167","台鋼雄鷹","中職2024年",167,"2024-06-18 18:35","臺北市立天母棒球場","味全龍",FALSE,9,2,7,TRUE,"客場","勝","大勝","高得分","低失分",2,1,6,TRUE,TRUE,TRUE,"全場壓制型",37,12,4,4,3,0,1,4,6,0.75,15,"火力強勢",27,9,8,3,0,3,1.22222222222222,1,-2,"普通防守","win",0.999983864741121,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-167","味全龍","中職2024年",167,"2024-06-18 18:35","臺北市立天母棒球場","台鋼雄鷹",TRUE,2,9,-7,FALSE,"主場","敗","大敗","低得分","高失分",0,0,2,FALSE,FALSE,FALSE,"被壓制型",31,8,3,3,2,0,0,2,2,0.25,5.5,"低效進攻",27,9,12,4,1,4,1.77777777777778,1,-10,"失分偏高","loss",0.00104886794556421,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-168","樂天桃猿","中職2024年",168,"2024-06-18 18:35","樂天桃園棒球場","統一7-ELEVEn獅",TRUE,5,2,3,TRUE,"主場","勝","小勝","中等得分","低失分",4,0,1,TRUE,TRUE,TRUE,"全場壓制型",36,12,1,6,3,0,2,5,9,0.416666666666667,8,"穩定攻擊",27,9,6,2,0,4,0.888888888888889,2,0,"壓制力強","win",0.994523322081537,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-168","統一7-ELEVEn獅","中職2024年",168,"2024-06-18 18:35","樂天桃園棒球場","樂天桃猿",FALSE,2,5,-3,FALSE,"客場","敗","小敗","低得分","中等失分",0,2,0,FALSE,FALSE,FALSE,"被壓制型",31,6,2,4,2,0,0,2,2,0.333333333333333,4,"低效進攻",24,8,12,1,2,6,1.625,6,-2,"失分偏高","loss",1.88793033171356e-05,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-169","中信兄弟","中職2024年",169,"2024-06-18 18:35","臺中市洲際棒球場","富邦悍將",TRUE,9,2,7,TRUE,"主場","勝","大勝","高得分","低失分",1,3,5,TRUE,TRUE,TRUE,"全場壓制型",31,11,4,2,2,0,1,3,5,0.818181818181818,15,"火力強勢",27,9,8,7,0,6,1.66666666666667,0.857142857142857,-3,"普通防守","win",0.999984116376123,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-169","富邦悍將","中職2024年",169,"2024-06-18 18:35","臺中市洲際棒球場","中信兄弟",FALSE,2,9,-7,FALSE,"客場","敗","大敗","低得分","高失分",0,2,0,FALSE,FALSE,FALSE,"被壓制型",33,8,7,6,0,0,0,0,0,0.25,6,"低效進攻",24,8,11,4,1,2,1.875,0.5,-12,"投打被突破","loss",1.60679926724842e-05,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-17","中信兄弟","中職2024年",17,"2024-04-07 14:05","臺北大巨蛋","樂天桃猿",FALSE,8,11,-3,FALSE,"客場","敗","小敗","高得分","高失分",8,0,0,TRUE,TRUE,TRUE,"拉鋸型",34,11,6,8,2,0,1,3,5,0.727272727272727,13,"火力強勢",24,8,12,2,1,9,1.75,4.5,-5,"失分偏高","loss",0.456512675939367,"低信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-17","樂天桃猿","中職2024年",17,"2024-04-07 14:05","臺北大巨蛋","中信兄弟",TRUE,11,8,3,TRUE,"主場","勝","小勝","高得分","高失分",3,4,4,FALSE,FALSE,FALSE,"後段逆轉型",36,12,2,9,3,1,1,5,8,0.916666666666667,13.5,"火力強勢",27,9,11,6,1,8,1.88888888888889,1.33333333333333,-7,"投打被突破","win",0.990047942773646,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-170","中信兄弟","中職2024年",170,"2024-06-20 18:35","臺北市立天母棒球場","味全龍",FALSE,3,0,3,TRUE,"客場","勝","小勝","中等得分","低失分",0,3,0,TRUE,FALSE,TRUE,"拉鋸型",31,6,4,10,1,0,1,2,4,0.5,4,"零星攻勢",27,9,2,2,0,8,0.444444444444444,4,6,"壓制力強","win",0.999918571080536,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-170","味全龍","中職2024年",170,"2024-06-20 18:35","臺北市立天母棒球場","中信兄弟",TRUE,0,3,-3,FALSE,"主場","敗","小敗","低得分","中等失分",0,0,0,FALSE,FALSE,FALSE,"被壓制型",29,2,2,8,0,0,0,0,0,0,-2,"攻勢受阻",27,9,6,4,1,10,1.11111111111111,2.5,2,"穩定守成","loss",4.15416159677269e-05,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-171","富邦悍將","中職2024年",171,"2024-06-20 18:35","臺南市立棒球場","統一7-ELEVEn獅",FALSE,12,0,12,TRUE,"客場","勝","大勝","高得分","低失分",7,4,1,TRUE,TRUE,TRUE,"全場壓制型",45,15,3,5,3,1,1,5,8,0.8,17.5,"火力強勢",27,9,6,2,0,6,0.888888888888889,3,4,"壓制力強","win",0.999890703609021,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-171","統一7-ELEVEn獅","中職2024年",171,"2024-06-20 18:35","臺南市立棒球場","富邦悍將",TRUE,0,12,-12,FALSE,"主場","敗","大敗","低得分","高失分",0,0,0,FALSE,FALSE,FALSE,"被壓制型",32,6,2,6,0,0,0,0,0,0,-1,"低效進攻",27,9,15,3,1,5,2,1.66666666666667,-11,"投打被突破","loss",1.42159661352387e-07,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-172","中信兄弟","中職2024年",172,"2024-06-21 18:35","臺北市立天母棒球場","味全龍",FALSE,11,4,7,TRUE,"客場","勝","大勝","高得分","中等失分",1,4,6,TRUE,FALSE,TRUE,"後段追分型",39,14,9,9,3,1,2,6,11,0.785714285714286,21.5,"火力強勢",27,9,8,1,1,9,1,9,3,"穩定守成","win",0.999984926681263,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-172","味全龍","中職2024年",172,"2024-06-21 18:35","臺北市立天母棒球場","中信兄弟",TRUE,4,11,-7,FALSE,"主場","敗","大敗","中等得分","高失分",1,3,0,FALSE,FALSE,FALSE,"被壓制型",32,8,1,9,1,0,1,2,4,0.5,2.5,"穩定攻擊",27,9,14,9,2,9,2.55555555555556,1,-13,"投打被突破","loss",1.50212306551935e-05,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-173","富邦悍將","中職2024年",173,"2024-06-21 18:35","臺南市立棒球場","統一7-ELEVEn獅",FALSE,1,4,-3,FALSE,"客場","敗","小敗","低得分","中等失分",1,0,0,TRUE,TRUE,FALSE,"拉鋸型",33,9,1,9,0,0,0,0,0,0.111111111111111,-2.5,"攻勢受阻",24,8,9,5,0,5,1.75,1,-4,"普通防守","loss",0.00201543798477895,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-173","統一7-ELEVEn獅","中職2024年",173,"2024-06-21 18:35","臺南市立棒球場","富邦悍將",TRUE,4,1,3,TRUE,"主場","勝","小勝","中等得分","低失分",0,1,3,FALSE,FALSE,FALSE,"後段逆轉型",30,9,5,5,1,0,0,1,1,0.444444444444444,7.5,"穩定攻擊",27,9,9,1,0,9,1.11111111111111,9,7,"壓制力強","win",0.96261393187882,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-174","台鋼雄鷹","中職2024年",174,"2024-06-21 18:35","樂天桃園棒球場","樂天桃猿",FALSE,6,7,-1,FALSE,"客場","敗","小敗","高得分","高失分",0,0,6,FALSE,FALSE,FALSE,"被壓制型",33,11,3,6,2,0,0,2,2,0.545454545454545,8,"穩定攻擊",24,8,9,2,3,5,1.375,2.5,-7,"失分偏高","win",0.501178087231967,"低信心",FALSE,"模型判斷勝但實際敗"
"CPBL-2024-xa-174","樂天桃猿","中職2024年",174,"2024-06-21 18:35","樂天桃園棒球場","台鋼雄鷹",TRUE,7,6,1,TRUE,"主場","勝","小勝","高得分","高失分",0,2,5,TRUE,FALSE,TRUE,"後段追分型",30,9,2,5,0,0,3,3,9,0.777777777777778,9.5,"火力強勢",27,9,11,3,0,6,1.55555555555556,2,-3,"失分偏高","win",0.999874776836791,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-175","中信兄弟","中職2024年",175,"2024-06-22 17:06","臺北大巨蛋","台鋼雄鷹",FALSE,2,1,1,TRUE,"客場","勝","小勝","低得分","低失分",2,0,0,TRUE,TRUE,TRUE,"全場壓制型",36,9,3,6,2,0,0,2,2,0.222222222222222,4,"低效進攻",27,9,5,1,0,5,0.666666666666667,5,3,"壓制力強","win",0.808206178513134,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-175","台鋼雄鷹","中職2024年",175,"2024-06-22 17:06","臺北大巨蛋","中信兄弟",TRUE,1,2,-1,FALSE,"主場","敗","小敗","低得分","低失分",0,1,0,FALSE,FALSE,FALSE,"被壓制型",30,5,1,5,2,0,0,2,2,0.2,1.5,"低效進攻",27,9,9,3,0,6,1.33333333333333,2,1,"穩定守成","loss",0.00441998083371983,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-176","味全龍","中職2024年",176,"2024-06-22 17:05","臺南市立棒球場","統一7-ELEVEn獅",FALSE,1,2,-1,FALSE,"客場","敗","小敗","低得分","低失分",0,0,1,FALSE,FALSE,FALSE,"被壓制型",30,3,4,13,1,0,0,1,1,0.333333333333333,-0.5,"攻勢受阻",24,8,5,6,0,6,1.375,1,-2,"普通防守","loss",0.000475624939370551,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-176","統一7-ELEVEn獅","中職2024年",176,"2024-06-22 17:05","臺南市立棒球場","味全龍",TRUE,2,1,1,TRUE,"主場","勝","小勝","低得分","低失分",0,1,1,TRUE,FALSE,TRUE,"後段追分型",27,5,6,6,2,0,0,2,2,0.4,7,"低效進攻",27,9,3,4,0,13,0.777777777777778,3.25,8,"壓制力強","win",0.996112581690269,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-177","富邦悍將","中職2024年",177,"2024-06-22 17:06","樂天桃園棒球場","樂天桃猿",FALSE,2,7,-5,FALSE,"客場","敗","大敗","低得分","高失分",0,1,1,FALSE,FALSE,FALSE,"被壓制型",33,11,0,4,3,0,0,3,3,0.181818181818182,3,"低效進攻",24,8,11,2,1,5,1.625,2.5,-5,"失分偏高","loss",0.0114386843674512,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-177","樂天桃猿","中職2024年",177,"2024-06-22 17:06","樂天桃園棒球場","富邦悍將",TRUE,7,2,5,TRUE,"主場","勝","大勝","高得分","低失分",0,5,2,TRUE,FALSE,TRUE,"後段追分型",35,11,2,5,1,1,1,3,6,0.636363636363636,9.5,"火力強勢",27,9,11,0,0,4,1.22222222222222,4,2,"穩定守成","win",0.998139978451706,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-178","中信兄弟","中職2024年",178,"2024-06-23 17:06","臺北大巨蛋","台鋼雄鷹",FALSE,10,2,8,TRUE,"客場","勝","大勝","高得分","低失分",5,0,5,FALSE,TRUE,TRUE,"全場壓制型",36,14,4,6,4,0,0,4,4,0.714285714285714,15,"火力強勢",27,9,6,2,0,4,0.888888888888889,2,0,"壓制力強","win",0.999999810369609,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-178","台鋼雄鷹","中職2024年",178,"2024-06-23 17:06","臺北大巨蛋","中信兄弟",TRUE,2,10,-8,FALSE,"主場","敗","大敗","低得分","高失分",2,0,0,FALSE,FALSE,FALSE,"被壓制型",32,6,2,4,0,0,0,0,0,0.333333333333333,2,"低效進攻",27,9,14,4,0,6,2,1.5,-8,"投打被突破","loss",2.21425573965775e-05,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-179","味全龍","中職2024年",179,"2024-06-23 17:05","臺南市立棒球場","統一7-ELEVEn獅",FALSE,1,4,-3,FALSE,"客場","敗","小敗","低得分","中等失分",0,0,1,FALSE,FALSE,FALSE,"被壓制型",30,3,0,9,1,0,0,1,1,0.333333333333333,-2.5,"攻勢受阻",24,8,5,3,0,8,1,2.66666666666667,1,"穩定守成","loss",0.00852106050815741,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-179","統一7-ELEVEn獅","中職2024年",179,"2024-06-23 17:05","臺南市立棒球場","味全龍",TRUE,4,1,3,TRUE,"主場","勝","小勝","中等得分","低失分",2,1,1,TRUE,TRUE,TRUE,"全場壓制型",27,5,3,8,1,1,0,2,3,0.8,5,"零星攻勢",27,9,3,0,0,9,0.333333333333333,9,8,"壓制力強","win",0.999984809482793,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-18","台鋼雄鷹","中職2024年",18,"2024-04-07 13:54","澄清湖棒球場","富邦悍將",TRUE,6,5,1,TRUE,"主場","勝","小勝","高得分","中等失分",0,6,0,FALSE,FALSE,TRUE,"拉鋸型",29,4,6,8,1,0,0,1,1,1.5,9,"零星攻勢",27,9,8,4,1,6,1.33333333333333,1.5,-4,"失分偏高","win",0.995809302462978,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-18","富邦悍將","中職2024年",18,"2024-04-07 13:54","澄清湖棒球場","台鋼雄鷹",FALSE,5,6,-1,FALSE,"客場","敗","小敗","中等得分","高失分",2,3,0,TRUE,TRUE,FALSE,"拉鋸型",33,8,4,6,3,0,1,4,6,0.625,10,"穩定攻擊",24,8,4,6,0,8,1.25,1.33333333333333,-4,"失分偏高","win",0.889443104781469,"高信心",FALSE,"模型判斷勝但實際敗"
"CPBL-2024-xa-180","富邦悍將","中職2024年",180,"2024-06-23 17:05","樂天桃園棒球場","樂天桃猿",FALSE,2,4,-2,FALSE,"客場","敗","小敗","低得分","中等失分",2,0,0,TRUE,FALSE,FALSE,"被壓制型",32,7,1,6,1,0,0,1,1,0.285714285714286,1,"低效進攻",24,8,7,2,0,2,1.125,1,-4,"普通防守","loss",0.118492029786895,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-180","樂天桃猿","中職2024年",180,"2024-06-23 17:05","樂天桃園棒球場","富邦悍將",TRUE,4,2,2,TRUE,"主場","勝","小勝","中等得分","低失分",2,0,2,FALSE,FALSE,FALSE,"後段逆轉型",27,7,2,2,2,0,0,2,2,0.571428571428571,7,"零星攻勢",27,9,7,1,0,6,0.888888888888889,6,3,"壓制力強","win",0.999182417160196,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-181","中信兄弟","中職2024年",181,"2024-07-05 18:35","臺北大巨蛋","統一7-ELEVEn獅",FALSE,11,5,6,TRUE,"客場","勝","大勝","高得分","中等失分",0,9,2,FALSE,FALSE,TRUE,"後段追分型",39,14,6,6,0,0,2,2,6,0.785714285714286,16,"穩定攻擊",27,9,13,1,2,7,1.55555555555556,7,-1,"失分偏高","win",0.990559373122955,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-181","統一7-ELEVEn獅","中職2024年",181,"2024-07-05 18:35","臺北大巨蛋","中信兄弟",TRUE,5,11,-6,FALSE,"主場","敗","大敗","中等得分","高失分",3,0,2,TRUE,TRUE,FALSE,"拉鋸型",36,13,1,7,1,0,2,3,7,0.384615384615385,5.5,"穩定攻擊",27,9,14,6,2,6,2.22222222222222,1,-13,"投打被突破","loss",0.00188216313772306,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-182","台鋼雄鷹","中職2024年",182,"2024-07-05 18:35","臺北市立天母棒球場","味全龍",FALSE,6,1,5,TRUE,"客場","勝","大勝","高得分","低失分",3,0,3,TRUE,TRUE,TRUE,"全場壓制型",35,10,4,6,2,1,0,3,4,0.6,10,"火力強勢",27,9,6,1,1,7,0.777777777777778,7,4,"壓制力強","win",0.99886479119189,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-182","味全龍","中職2024年",182,"2024-07-05 18:35","臺北市立天母棒球場","台鋼雄鷹",TRUE,1,6,-5,FALSE,"主場","敗","大敗","低得分","高失分",1,0,0,FALSE,FALSE,FALSE,"被壓制型",30,6,1,7,0,0,1,1,3,0.166666666666667,-0.5,"低效進攻",27,9,10,4,0,6,1.55555555555556,1.5,-4,"失分偏高","loss",0.00203505640416007,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-183","富邦悍將","中職2024年",183,"2024-07-05 18:35","樂天桃園棒球場","樂天桃猿",FALSE,7,6,1,TRUE,"客場","勝","小勝","高得分","高失分",1,3,3,FALSE,FALSE,FALSE,"後段逆轉型",32,9,1,4,1,0,1,2,4,0.777777777777778,8,"穩定攻擊",27,9,11,4,0,4,1.66666666666667,1,-6,"失分偏高","win",0.999373413143547,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-183","樂天桃猿","中職2024年",183,"2024-07-05 18:35","樂天桃園棒球場","富邦悍將",TRUE,6,7,-1,FALSE,"主場","敗","小敗","高得分","高失分",3,1,2,TRUE,TRUE,FALSE,"拉鋸型",35,11,4,4,3,1,0,4,5,0.545454545454545,12,"火力強勢",27,9,9,1,1,4,1.11111111111111,4,-5,"失分偏高","win",0.912862317860402,"高信心",FALSE,"模型判斷勝但實際敗"
"CPBL-2024-xa-184","中信兄弟","中職2024年",184,"2024-07-06 17:06","臺北大巨蛋","統一7-ELEVEn獅",FALSE,3,2,1,TRUE,"客場","勝","小勝","中等得分","低失分",0,1,2,FALSE,FALSE,FALSE,"後段逆轉型",31,5,1,11,2,0,2,4,8,0.6,2.5,"零星攻勢",27,9,5,2,0,5,0.777777777777778,2.5,1,"壓制力強","win",0.996827116419473,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-184","統一7-ELEVEn獅","中職2024年",184,"2024-07-06 17:06","臺北大巨蛋","中信兄弟",TRUE,2,3,-1,FALSE,"主場","敗","小敗","低得分","中等失分",1,0,1,TRUE,TRUE,FALSE,"拉鋸型",29,5,2,5,0,0,0,0,0,0.4,1.5,"低效進攻",27,9,5,1,2,11,0.666666666666667,11,5,"穩定守成","loss",0.174447588600111,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-185","台鋼雄鷹","中職2024年",185,"2024-07-06 17:05","臺北市立天母棒球場","味全龍",FALSE,4,11,-7,FALSE,"客場","敗","大敗","中等得分","高失分",0,0,4,FALSE,FALSE,FALSE,"被壓制型",35,11,4,3,1,0,0,1,1,0.363636363636364,7.5,"穩定攻擊",24,8,17,2,3,3,2.375,1.5,-13,"投打被突破","loss",2.50617248235701e-06,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-185","味全龍","中職2024年",185,"2024-07-06 17:05","臺北市立天母棒球場","台鋼雄鷹",TRUE,11,4,7,TRUE,"主場","勝","大勝","高得分","中等失分",2,4,5,TRUE,TRUE,TRUE,"全場壓制型",39,17,2,3,0,0,3,3,9,0.647058823529412,14.5,"火力強勢",27,9,11,4,0,3,1.66666666666667,0.75,-5,"普通防守","win",0.999953646452392,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-186","富邦悍將","中職2024年",186,"2024-07-06 17:06","樂天桃園棒球場","樂天桃猿",FALSE,3,10,-7,FALSE,"客場","敗","大敗","中等得分","高失分",0,1,2,FALSE,FALSE,FALSE,"被壓制型",35,11,1,4,2,0,0,2,2,0.272727272727273,4,"穩定攻擊",24,8,19,1,1,6,2.5,6,-6,"投打被突破","loss",3.63184793386735e-06,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-186","樂天桃猿","中職2024年",186,"2024-07-06 17:06","樂天桃園棒球場","富邦悍將",TRUE,10,3,7,TRUE,"主場","勝","大勝","高得分","中等失分",5,2,3,TRUE,TRUE,TRUE,"全場壓制型",41,19,1,6,4,0,1,5,7,0.526315789473684,13,"火力強勢",27,9,11,1,0,4,1.33333333333333,4,0,"穩定守成","win",0.999936620192806,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-187","中信兄弟","中職2024年",187,"2024-07-07 17:06","臺北大巨蛋","統一7-ELEVEn獅",FALSE,2,1,1,TRUE,"客場","勝","小勝","低得分","低失分",2,0,0,FALSE,TRUE,TRUE,"全場壓制型",29,4,1,9,0,0,1,1,3,0.5,-0.5,"攻勢受阻",27,9,3,1,0,10,0.444444444444444,10,8,"壓制力強","win",0.991162754147767,"高信心",TRUE,"模型判斷勝且實際勝"
"CPBL-2024-xa-187","統一7-ELEVEn獅","中職2024年",187,"2024-07-07 17:06","臺北大巨蛋","中信兄弟",TRUE,1,2,-1,FALSE,"主場","敗","小敗","低得分","低失分",1,0,0,FALSE,FALSE,FALSE,"被壓制型",30,3,1,10,0,0,0,0,0,0.333333333333333,-3,"攻勢受阻",27,9,4,1,1,9,0.555555555555556,9,5,"壓制力強","loss",0.00995809199228187,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-188","台鋼雄鷹","中職2024年",188,"2024-07-07 17:05","臺北市立天母棒球場","味全龍",FALSE,0,3,-3,FALSE,"客場","敗","小敗","低得分","中等失分",0,0,0,FALSE,FALSE,FALSE,"被壓制型",33,7,1,5,0,0,0,0,0,0,-1.5,"低效進攻",24,8,9,3,0,2,1.5,0.666666666666667,-4,"普通防守","loss",3.13528556893007e-05,"高信心",TRUE,"模型判斷敗且實際敗"
"CPBL-2024-xa-188","味全龍","中職2024年",188,"2024-07-07 17:05","臺北市立天母棒球場","台鋼雄鷹",TRUE,3,0,3,TRUE,"主場","勝","小勝","中等得分","低失分",1,0,2,TRUE,TRUE,TRUE,"全場壓制型",31,9,3,2,1,0,0,1,1,0.333333333333333,6,"穩定攻擊",27,9,7,1,0,5,0.888888888888889,5,4,"壓制力強","win",0.984667898492346,"高信心",TRUE,"模型判斷勝且實際勝"
